Time,SensorID,Type,Position,Value
0.0,0.0,Acceleration,0.0,0.0
0.0100003333444448,0.0,Acceleration,0.0,-56.96456529386931
0.0200006666888896,0.0,Acceleration,0.0,-96.8627236307081
0.0300010000333344,0.0,Acceleration,0.0,-92.72446698527796
0.0400013333777792,0.0,Acceleration,0.0,-55.987282812955456
0.050001666722224,0.0,Acceleration,0.0,0.0104646714962612
0.0600020000666688,0.0,Acceleration,0.0,59.31431144466367
0.0700023334111137,0.0,Acceleration,0.0,100.98972670173536
0.0800026667555585,0.0,Acceleration,0.0,90.98116206377208
0.0900030001000033,0.0,Acceleration,0.0,57.91864210807656
0.1000033334444481,0.0,Acceleration,0.0,-0.0228405285491384
0.1100036667888929,0.0,Acceleration,0.0,-62.69558267519567
0.1200040001333377,0.0,Acceleration,0.0,-95.7726002894338
0.1300043334777826,0.0,Acceleration,0.0,-87.17541821534994
0.1400046668222274,0.0,Acceleration,0.0,-61.62978620822002
0.1500050001666722,0.0,Acceleration,0.0,0.030470569114779
0.160005333511117,0.0,Acceleration,0.0,56.343695309091615
0.1700056668555618,0.0,Acceleration,0.0,94.91364181112854
0.1800060002000066,0.0,Acceleration,0.0,90.0769855334183
0.1900063335444514,0.0,Acceleration,0.0,54.90608651268179
0.2000066668888963,0.0,Acceleration,0.0,-0.0431747996063994
0.2100070002333411,0.0,Acceleration,0.0,-58.05051161095396
0.2200073335777859,0.0,Acceleration,0.0,-102.71496120548188
0.2300076669222307,0.0,Acceleration,0.0,-97.19677739838316
0.2400080002666755,0.0,Acceleration,0.0,-53.61784225214224
0.2500083336111203,0.0,Acceleration,0.0,0.0564181766585026
0.2600086669555652,0.0,Acceleration,0.0,58.929014781947416
0.27000900030001,0.0,Acceleration,0.0,91.69505305391294
0.2800093336444548,0.0,Acceleration,0.0,100.1125154059299
0.2900096669888996,0.0,Acceleration,0.0,57.40494649556787
0.3000100003333444,0.0,Acceleration,0.0,-0.0637292403727979
0.3100103336777892,0.0,Acceleration,0.0,-55.52743862967904
0.3200106670222341,0.0,Acceleration,0.0,-102.737975945558
0.3300110003666789,0.0,Acceleration,0.0,-88.44827035791816
0.3400113337111237,0.0,Acceleration,0.0,-60.34481699280343
0.3500116670555685,0.0,Acceleration,0.0,0.0701463111694521
0.3600120004000133,0.0,Acceleration,0.0,54.722574321609166
0.3700123337444581,0.0,Acceleration,0.0,94.73776959946498
0.3800126670889029,0.0,Acceleration,0.0,92.36526935972095
0.3900130004333478,0.0,Acceleration,0.0,58.86791121298894
0.4000133337777926,0.0,Acceleration,0.0,-0.0832478121799681
0.4100136671222374,0.0,Acceleration,0.0,-59.223518260397135
0.4200140004666822,0.0,Acceleration,0.0,-99.95164057374949
0.430014333811127,0.0,Acceleration,0.0,-105.94378453100272
0.4400146671555718,0.0,Acceleration,0.0,-60.756857312435095
0.4500150005000167,0.0,Acceleration,0.0,0.0884004113432953
0.4600153338444614,0.0,Acceleration,0.0,57.22541593674512
0.4700156671889063,0.0,Acceleration,0.0,102.72213477651842
0.4800160005333511,0.0,Acceleration,0.0,90.80241566594644
0.4900163338777959,0.0,Acceleration,0.0,61.37291563660282
0.5000166672222407,0.0,Acceleration,0.0,-0.0991560198218903
0.5100170005666855,0.0,Acceleration,0.0,-62.24566277724705
0.5200173339111304,0.0,Acceleration,0.0,-87.8810935007888
0.5300176672555752,0.0,Acceleration,0.0,-97.71991308352412
